"NCIt_code","synonyms_lower"
"C299","vanceril"
"C30000","ctp-37-dt vaccine"
"C30000","avicine"
"C30000","ctp37-dt"
"C30004","stanniocalcin-1"
"C30004","stc-1"
"C30004","stc1"
"C30004","stanniocalcin 1"
"C30005","stanniocalcin-2"
"C30005","stc-2"
"C30005","stc-related protein"
"C30005","stc2"
"C30005","stcrp"
"C30005","stanniocalcin 2"
"C30005","stanniocalcin-related protein"
"C300","diphenhydramine hydrochloride"
"C300","benadryl"
"C300","bendylate"
"C300","diphenhydramine.hcl"
"C300","eldadryl"
"C300","sk-diphenhydramine"
"C30101","toll-like receptor 1"
"C30101","cd281 antigen"
"C30101","til"
"C30101","tlr1"
"C30101","toll/interleukin-1 receptor-like"
"C30101","toll/interleukin-1 receptor-like protein"
"C30135","thymic stromal lymphopoietin"
"C30135","tslp"
"C30135","thymic stromal lymphopoietin protein tslp"
"C30136","interferon alfa-n3"
"C30136","alfa-n3 interferon"
"C30136","alferon n"
"C30136","altemol"
"C30136","interferon alfa-3n, human leukocyte derived"
"C30143","lerisetron"
"C30143","1-phenyl-methyl-2-piperazinyl-1h-benzimidazole hydrochloride"
"C30143","f-0930-rs2"
"C30149","tyro protein tyrosine kinase binding protein"
"C30149","dnax-activation protein 12"
"C30149","kar-associated protein"
"C30149","killer-activating receptor-associated protein"
"C30149","tyrobp"
"C30153","cytokine scm-1 beta"
"C30153","c motif chemokine 2"
"C30153","chemokine (c motif) ligand 2"
"C30153","scm1b"
"C30153","scyc2"
"C30153","single cysteine motif 1b"
"C30153","small inducible cytokine c2"
"C30153","small inducible cytokine subfamily c member 2"
"C30153","small-inducible cytokine c2"
"C30153","xc chemokine ligand 2"
"C30153","xcl2"
"C301","bence jones protein"
"C301","bence-jones protein"
"C303","betamethasone"
"C303","celestone"
"C310","dicumarol"
"C310","3,3'-methylenebis(4-hydroxy-2h-1-benzopyran-2-one)"
"C310","bishydroxycoumarin"
"C310","dicoumarol"
"C311","bleomycin a2"
"C311","n1-(3-(dimethylsulfonio)propyl)bleomycinamide"
"C311","pingyangmycin a2"
"C311","zhengguangmycin a2"
"C312","bleomycin sulfate"
"C312","blanoxan"
"C312","blemomycine"
"C312","blenoxane"
"C312","bleo-s"
"C312","bleo-cell"
"C312","bleocin"
"C312","bleolem"
"C312","bleomycin sulfas"
"C312","bleomycin sulphate"
"C312","bleomycini sulfas"
"C312","blexane"
"C312","oil bleo"
"C313","bleomycin"
"C313","bleo"
"C313","blm"
"C317","bromocriptine mesylate"
"C317","2-bromo-alpha-ergocryptine mesylate"
"C317","ergotaman-3',6',18-trione, 2-bromo-12'-hydroxy-2'-(1-methylethyl)-5'-(2-methylpropyl)-, monomethanesulfonate (salt), (5'alpha)-"
"C317","parlodel"
"C318","broxuridine"
"C318","5-brdu"
"C318","5-bromo-2'-deoxyuridine"
"C318","5-bromodeoxyuridine"
"C318","5-bromouracil deoxyriboside"
"C318","5-bromouracil-2-deoxyriboside"
"C318","5-budr"
"C318","brdu"
"C318","bromo deoxyuridine"
"C318","bromodeoxyuridine"
"C318","bromouracil deoxyriboside"
"C318","bromouridine"
"C318","broxine"
"C318","neomark"
"C318","neomark-bu"
"C320","buserelin"
"C320","6-[o-(1,1-dimethylethyl)-d-serine]-9-(n-ethyl-l-prolinamide)-10-deglycinamide luteinizing hormone-releasing factor (pig)"
"C320","6-[o-(1,1-dimethylethyl)-d-serine]-9-(n-ethyl-l-prolinamide)-10-deglycinamide-luteinizing hormone-releasing factor (pig)"
"C320","bsrl"
"C320","busereline"
"C320","etilamide"
"C320","hoe 766"
"C320","ici 123215"
"C320","s74-6766"
"C321","busulfan"
"C321","1, 4-bis[methanesulfonoxy]butane"
"C321","1,4-bis(methanesulfonoxy)butane"
"C321","1,4-bitanediol dimethanesulfonate esters"
"C321","1,4-butanediol dimethylsulfonate"
"C321","1,4-di(methanesulfonyloxy)butane"
"C321","1,4-di(methylsulfonyloxy)butane"
"C321","bus"
"C321","bussulfam"
"C321","busulfanum"
"C321","busulfex"
"C321","busulphan"
"C321","cb 2041"
"C321","cb-2041"
"C321","gt 41"
"C321","gt-41"
"C321","glyzophrol"
"C321","joacamine"
"C321","methanesulfonic acid tetramethylene ester"
"C321","methanesulfonic acid, tetramethylene ester"
"C321","mielucin"
"C321","misulban"
"C321","misulfan"
"C321","mitosan"
"C321","myeleukon"
"C321","myeloleukon"
"C321","myelosan"
"C321","mylecytan"
"C321","myleran"
"C321","sulfabutin"
"C321","tetramethylene bis(methanesulfonate)"
"C321","tetramethylene bis[methanesulfonate]"
"C321","wr-19508"
"C322","butylated hydroxytoluene"
"C322","2,6-bis(1,1-dimethylethyl)-4-methylphenol"
"C322","2,6-di-tert-butyl-1-hydroxy-4-methylbenzene"
"C322","2,6-di-tert-butyl-4-cresol"
"C322","2,6-di-tert-butyl-4-methylphenol"
"C322","bht"
"C322","butylhydroxytoluene"
"C322","dibutylhydroxytoluene"
"C323","butyrophenone"
"C323","1-phenylbutan-1-one"
"C325","ca-125 antigen"
"C325","ca-125"
"C325","ca125"
"C325","cancer antigen 125"
"C325","carbohydrate antigen 125"
"C327","ca19-9 antigen"
"C327","ca-19-9"
"C327","ca19-9"
"C327","cancer antigen 19-9"
"C327","carbohydrate antigen 19-9"
"C327","sialyl lewis a"
"C327","slea"
"C327","sialyl le(a) antigen"
"C327","sialyl lea"
"C327","sialyl lewisa"
"C327","sialyl-lewis a"
"C327","sialylated lewis (a) antigen"
"C327","sialylated lewis a antigen"
"C328","caffeine"
"C328","1,3,7-trimethylxanthine"
"C328","3,7-dihydro-1,3,7-trimethyl-1h-purine-2,6-dione"
"C328","caf"
"C328","methyltheobromine"
"C328","theine"
"C328","trimethylxanthine"
"C329","calcitonin salmon"
"C329","calcimar"
"C329","cibacalcin"
"C329","miacalcin"
"C330","calcitriol"
"C330","(1alpha,3beta,5z,7e)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol"
"C330","1,25(oh)2-d3"
"C330","1,25-dhcc"
"C330","1,25-dihydroxycholecalciferol"
"C330","1,25-dihydroxycholecaliferol"
"C330","calcijex"
"C330","rocaltrol"
"C332","calcium carbonate"
"C334","edetate calcium disodium"
"C334","c10h12can2na2o8"
"C334","calcium disodium ethylenediaminetetraacetate"
"C334","calcium disodium versenate"
"C334","calcium edta"
"C334","calcium disodium edetate"
"C334","disodium calcium ethylenediaminetetraacetate"
"C334","edta calcium"
"C335","calcium saccharate"
"C335","2,3,4,5-tetrahydroxy-1,6- dioxido-hexane-1,6-dione, calcium"
"C335","antacidin"
"C335","cgt"
"C335","calcium d-glucarate"
"C335","calcium d-saccharate"
"C335","calcium glucarate"
"C335","d-glucaric acid, calcium salt (1:1)"
"C335","saccharated lime"
"C336","calcium gluconate"
"C336","calcium d-gluconate"
"C336","calglucon"
"C337","calusterone"
"C337","17 beta-oh-7 beta, 17 alpha-dimethyl-androst-4-ene-3-one"
"C337","17-beta-hydroxy-7-beta, 17-dimethylandrost-4-ene-3-one"
"C337","7 beta, 17 alpha-dimethyltestosterone"
"C337","7-.beta.-17-.alpha.-dimethyltestosterone"
"C337","7.beta., 17.alpha.-dimethyltestosterone"
"C337","androst-4-en-3-one, 17-hydroxy-7,17-dimethyl-, (7.beta., 17.beta.)- (9ci)"
"C337","androst-4-en-3-one, 17-hydroxy-7,17-dimethyl-, (7beta,17beta)- (9ci)"
"C337","androst-4-en-3-one, 17.beta.-hydroxy-7.beta.,17-dimethyl- (8ci)"
"C337","androst-4-en-3-one, 17beta-hydroxy-7beta,17-dimethyl- (8ci)"
"C337","androst-4-en-3-one, 7.beta., 17.alpha.-dimethyl-17.beta.-hydroxy-"
"C337","androst-4-en-3-one, 7beta, 17alpha-dimethyl-17beta-hydroxy-"
"C337","dimethyltestosterone"
"C337","methosarb"
"C337","u-22,550"
"C338","camptothecin"
"C338","(+)-camptothecin"
"C338","(s)-4-ethyl-4-hydroxy-1h-pyrano-[3',4':6,7]indolozino[1,2-b]quinoline-3,14(4h,12h)-dione"
"C338","1h-pyrano[3',3'.6,7]indolizino[1,2-b]quinoline-3,14(4h,12h)-dione, 4-ethyl-4hydroxy-(s)-(9ci)"
"C338","20(s)-camptothecine"
"C338","20-(s)-camptothecine"
"C338","21, 22-secocamptothecin-21-oic acid lactone"
"C338","camptothecine"
"C33975","neuromedin-u"
"C33975","nmu"
"C33975","neuromedin u"
"C33975","prepro-nmu"
"C33987","peginterferon alfa-2a"
"C33987","peg-interferon alfa-2a"
"C33987","pegasys"
"C33987","pegylated interferon alfa-2a"
"C339","capsaicin"
"C339","(e)-n-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methyl-6-nonenamide"
"C339","(e)-n-[(4-hydroxy-3-methoxy-phenyl)methyl]-8-methyl-non-6-enamide"
"C339","n-(4-hydroxy-3-methoxyphenylmethyl) -8-methyl-6-nonenamide"
"C340","captopril"
"C340","(s)-1-(3-mercapto-2-methyl-1-oxopropyl)-l-proline"
"C340","capoten"
"C341","carbamazepine"
"C341","5h-dibenz(b,f)azepine-5-carboxamide"
"C341","epitol"
"C341","tegretol"
"C342","carboquone"
"C343","carbenicillin"
"C343","geopen"
"C343","pyopen"
"C346","glucarpidase"
"C346","acetylaspartylglutamate dipeptidase"
"C346","cpdg2"
"C346","cpg2"
"C346","carboxypeptidase g2"
"C346","poly(gamma-glutamic acid) endohydrolase"
"C346","pteroylpolygammaglutamyl hydrolase"
"C346","voraxaze"
"C346","carboxypeptidase-g2"
"C349","carmustine"
"C349","1,3-bis(2-chloroethyl)-1-nitrosourea"
"C349","1,3-bis(beta-chloroethyl)-1-nitrosourea"
"C349","bcnu"
"C349","becenum"
"C349","becenun"
"C349","bicnu"
"C349","bis(chloroethyl) nitrosourea"
"C349","bis-chloronitrosourea"
"C349","carmubris"
"C349","carmustin"
"C349","carmustinum"
"C349","fda 0345"
"C349","n,n'-bis(2-chloroethyl)-n-nitrosourea"
"C349","nitrourean"
"C349","nitrumon"
"C349","sk 27702"
"C349","sri 1720"
"C349","wr-139021"
"C352","carubicin"
"C352","(2s,3s)-3-acetyl-1,2,3,4,6,11-hexahydro-3,5,10,12-tetrahydroxy-6,11-dioxo-1-naphthacenyl 3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranoside"
"C352","(8s-cis)-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-1,6,8,11-tetrahydroxy-5,12-naphthacenedione"
"C352","4-o-demethyldaunorubicin"
"C352","5,12-naphthacenedione, 8-acetyl-10-[(3-amino-2,3, 6-trideoxy-.alpha.-l-lyxo-hexopyranosyl)oxy]-7,8,9, 10-tetrahydro-1,6,8,11-tetra-hydroxy- (8s-cis)- (8ci 9ci)"
"C352","5,12-naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-1,6,8,11-tetra-hydroxy-(8s-cis)-(8ci 9ci)"
"C352","5,12-naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-l-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-1,6,8,11-tetra-hydroxy-,(8s-cis)-(8ci)-(9ci)"
"C352","carminomycin"
"C352","cmm"
"C352","carminomycin i"
"C352","demethyldaunomycin"
"C352","karminomitsin"
"C352","karminomycin"
"C353","cefamandole"
"C353","(6r,7r)-7-(r)-mandelamido-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-carboxylic acid"
"C353","cephamandole"
"C354","cefotaxime"
"C355","ceftazidime sodium"
"C355","tazicef"
"C356","cephalexin"
"C356","keflex"
"C358","cephalothin sodium"
"C358","keflin"
"C362","chlorambucil"
"C362",".gamma.-(p-bis(2-chloroethyl)aminophenyl)butyric acid"
"C362",".gamma.-[p-di(2-chloroethyl)aminophenyl]butyric acid"
"C362",".gamma.-[p-bis(2-chloroethyl)aminophenyl]butyric acid"
"C362","4-[bis(2-chloroethyl)amino]benzenebutanoic acid"
"C362","4-[p-[bis(2-chloroethyl)amino]phenyl]butyric acid"
"C362","alti-chlorambucil"
"C362","ambochlorin"
"C362","amboclorin"
"C362","aminochlorambucil"
"C362","benzenebutanoic acid, 4-[bis(2-chloroethyl)amino]- (9ci)"
"C362","butyric acid, 4-(p-[bis(2-chloroethyl)amino]phenyl)-"
"C362","butyric acid, 4-(p-bis(2-chloroethyl)aminophenyl)-"
"C362","cb 1348"
"C362","cb-1348"
"C362","chl"
"C362","chlorambucilum"
"C362","chloraminophen"
"C362","chloraminophene"
"C362","chlorbutin"
"C362","chlorbutine"
"C362","chloroambucil"
"C362","chlorobutin"
"C362","chlorobutine"
"C362","ecloril"
"C362","elcoril"
"C362","leukeran"
"C362","leukersan"
"C362","leukoran"
"C362","linfolizin"
"C362","linfolysin"
"C362","lympholysin"
"C362","n,n-di-2-chloroethyl-.gamma.-p-aminophenylbutyric acid"
"C362","n,n-di-2-chloroethyl-gamma-p-aminophenylbutyric acid"
"C362","phenylbutyric acid nitrogen mustard"
"C362","wr-139013"
"C362","butyric acid, 4-(p-bis(2-chloroethyl)aminophenyl)"
"C362","chlorbutinum"
"C362","gamma-(p-bis(2-chloroethyl)aminophenyl)butyric acid"
"C362","gamma-[p-di(2-chloroethyl)aminophenyl]butyric acid"
"C362","p-(n, n-di-2-chloroethyl)aminophenyl butyric acid"
"C362","p-n, n-di-(.beta.-chloroethyl)aminophenyl butyric acid"
"C362","p-n, n-di-(beta-chloroethyl)aminophenyl butyric acid"
"C363","chloramphenicol"
"C363","[r-(r*,r*)]-2,2-dichloro-n-[2-hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]acetamide"
"C364","chlorhexidine"
"C365","chlormadinone acetate"
"C365","17-(acetyloxy)-6-chloropregna-4,6-diene-3,20-dione"
"C365","cma"
"C365","pregna-4,6-diene-3,20-dione, 17-(acetyloxy)-6-chloro-"
"C365","pregna-4,6-diene-3,20-dione, 6-chloro-17-hydroxy-, acetate"
"C367","chlorpromazine"
"C367","2-chloro-10-(3-(dimethylamino)propyl)phenothiazine"
"C367","chlor-pz"
"C367","thorazine"
"C372","chrysarobin"
"C37447","tsp-1 mimetic abt-510"
"C37447","abt-510"
"C37447","abt510"
"C37447","l-prolinamide, n-acetyl-n-methylglycylglycyl-l-valyl-d-alloisoleucyl-l-threonyl-l-norvalyl-l-isoleucyl-l-arginyl-n-ethyl-"
"C37447","nac-sar-gly-val-(d-allo-ile)-thr-nva-ile-arg-pronet"
"C37447","tsp-1-mimetic peptide abt-510"
"C37448","autologous heat-shock protein 70 peptide vaccine ag-858"
"C37448","ag-858"
"C37449","survivin antigen"
"C37450","na17-a antigen"
"C37450","na17-a"
"C37451","tesetaxel"
"C37451","dj-927"
"C37452","ixabepilone"
"C37452","(1s,3s,7s,10r,11s,12s,16r)-7,11-dihydroxy-8,8,10,12,16-pentamethyl-3-[(1e)-1-methyl-2-(2-methyl-4-thiazolyl)ethenyl]-17-oxa-4-azabicyclo[14.1.0]heptadecane-5,9-dione"
"C37452","azaepothilone b"
"C37452","bms 247550"
"C37452","bms-247550"
"C37452","bms247550"
"C37452","epothilone"
"C37452","epothilone-b bms 247550"
"C37452","ixempra"
"C37454","cenersen"
"C37454","aezea"
"C37454","el625"
"C37455","zebularine"
"C37455","1-beta-d-ribofuranosyl-2(1h)-pyrimidinone"
"C37455","2-pyrimidone-1-beta-d-riboside"
"C37455","4-deoxyuridine"
"C37455","pyrimidin-2-one beta-ribofuranoside"
"C37456","hypericin"
"C37456","4,5,7,4',5',7'-hexahydroxy-2,2'-dimethyl-mesonapthtodianthron"
"C374","cimetidine"
"C374","guanidine, n''-cyano-n-methyl-n'-(2-(((5-methyl-1h-imidazol-4-yl)methyl)thio)ethyl)-"
"C374","n-cyano-n'-methyl-n''-[2-[[(5-methyl-1h-imidazol-4-yl)methyl]thio]ethyl]guanidine"
"C374","tagamet"
"C375","ciprofloxacin"
"C375","1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid"
"C375","cipro"
"C376","cisplatin"
"C376","(sp-4-2)-diamminedichloroplatinum"
"C376","abiplatin"
"C376","blastolem"
"C376","briplatin"
"C376","cddp"
"C376","cis-diammine-dichloroplatinum"
"C376","cis-diamminedichloridoplatinum"
"C376","cis-diamminedichloro platinum (ii)"
"C376","cis-diamminedichloroplatinum"
"C376","cis-dichloroammine platinum (ii)"
"C376","cis-platinous diamine dichloride"
"C376","cis-platinum"
"C376","cis-platinum ii"
"C376","cis-platinum ii diamine dichloride"
"C376","cismaplat"
"C376","cisplatina"
"C376","cisplatinum"
"C376","cisplatyl"
"C376","citoplatino"
"C376","citosin"
"C376","cysplatyna"
"C376","ddp"
"C376","lederplatin"
"C376","metaplatin"
"C376","neoplatin"
"C376","peyrone's chloride"
"C376","peyrone's salt"
"C376","placis"
"C376","plastistil"
"C376","platamine"
"C376","platiblastin"
"C376","platiblastin-s"
"C376","platinex"
"C376","platinol"
"C376","platinol- aq"
"C376","platinol-aq"
"C376","platinol-aq vha plus"
"C376","platinoxan"
"C376","platinum"
"C376","platinum diamminodichloride"
"C376","platinum, diaminedichloro-, cis- (8ci)"
"C376","platiran"
"C376","platistin"
"C376","platosin"
"C377","clindamycin"
"C377","7-chloro-7-deoxylincomycin"
"C377","cleocin"
"C37899","tanespimycin"
"C37899","17-(allylamino)-17-demethoxygeldanamycin"
"C37899","17-aag"
"C37899","17-allylamino-17-demethoxygeldanamycin"
"C37899","17-demethoxy-17-(2-propenylamino)geldanamycin"
"C37899","17-n-allylamino-17-demethoxy geldanamycin"
"C37899","17-n-allylamino-17-demethoxygeldanamycin"
"C37899","geldanamycin, 17-allylamino-17-demethoxy-"
"C37899","kos-953"
"C378","clofibrate"
"C378","2-(4-chlorophenoxy)-2-methylpropanoic acid ethyl ester"
"C378","atromid s"
"C378","atromid-s"
"C378","cfb"
"C378","ethyl 2-(4-chlorophenoxy)-2-methylpropanoate"
"C378","ethyl p-chlorophenoxyisobyturate"
"C379","clomiphene citrate"
"C379","2-[p-(2-chloro-1,2-diphenylvinyl)phenoxy]triethylamine citrate"
"C379","2-[p-(2-chloro-1,2-diphenylvinyl)phenoxy]triethylamine citrate (1:1)"
"C379","clomid"
"C379","serophene"
"C380","clonidine"
"C380","catapres-tts"
"C380","n-(2,6-dichlorophenyl)-4,5-dihydro-1h-imidazol-2-amine"
"C38115","estradiol mustard"
"C38115","p-(n,n-bis(2-chloroethyl)amino)phenylacetic acid 17-beta-estradiol diester"
"C38116","murine monoclonal antibody 225"
"C38116","anti-egf receptor igg1(hybritech)"
"C38117","hpv 16 e6 (18-26) peptide"
"C38117","hpv 16 e6:18-26"
"C38118","sbil-2 transduced autologous tumor-infiltrating lymphocyte"
"C38119","eso-1 reactive autologous peripheral blood lymphocyte"
"C38120","eso-1 reactive autologous tumor infiltrating lymphocyte"
"C38121","pr-151 peptide"
"C38121","pr-151"
"C38121","p53:frsh134 (lptgqdl)"
"C38122","vhl-42: 65-76(v74g) peptide"
"C38122","vhl-42: 65-76(v74g)"
"C38123","vhl-59: 116-128 peptide"
"C38123","frsh 116-128"
"C38124","gp100-reactive autologous peripheral blood lymphocyte"
"C38124","gp100-reactive autologous pbl"
"C38125","gp100-reactive autologous tumor infiltrating lymphocyte"
"C38125","gp100-reactive autologous til"
"C38126","betulinic acid"
"C38126","(3beta)-3-hydroxy-lup-20(29)-en-28-oic acid"
"C38126","als-357"
"C38126","mairin"
"C38127","6-aminonicotinamide"
"C38127","6-an"
"C38127","aminonicotinamide"
"C38127","u-8774"
"C38129","methionine aminopeptidase 2 inhibitor ppi-2458"
"C38129","metap-2 inhibitor ppi-2458"
"C38129","ppi-2458"
"C38130","polyamine analog sl11093"
"C38130","3,8,13,18-tetraaza-10,11-[(e)-1,2-cyclopropyl]eicosane tetrahydrochloride"
"C38130","cgc 11093"
"C38130","cgc-11093"
"C38130","cgc11093"
"C38130","sl 11093"
"C38130","sl-11093"
"C38130","sl11093"
"C38131","ispinesib"
"C38131","ck0238273"
"C38131","sb-715992"
"C38132","12 melanoma peptide vaccine"
"C38132","12 melanoma peptide"
"C38132","12mp"
"C38133","6 helper peptide"
"C38133","6hp"
"C38134","tetanus toxoid helper peptide"
"C38134","tet"
"C38135","anti-gp100 tcr retroviral vector-transduced autologous til"
"C38135","gcsamapb (anti-gp100 tcr) retroviral vector-transduced autologous til"
"C38136","anti-gp100 tcr retroviral vector-transduced autologous pbl"
"C38136","gcsamapb (anti-gp100 tcr) retroviral vector-transduced autologous pbl"
"C38137","anti-mart-1 tcr retroviral vector-transduced autologous til"
"C38137","dmf5"
"C38137","msgv1aib (anti-mart-1 tcr) retroviral vector-transduced autologous til"
"C38139","talampanel"
"C38139","(r)-(-)-1-(4-aminophenyl)-3-acetyl-4-methyl-7,8-methylenedioxy-3,4-dihydro-5h-2,3-benzodiazepine"
"C38139","gyki-53773"
"C38139","ly-300164"
"C38141","pneumococcal 7-valent conjugate vaccine"
"C38141","pcv 7"
"C38141","pneumococcal 7-valent conjugate vaccine (diphtheria crm197 protein)"
"C38141","prevnar"
"C38142","alvespimycin"
"C38142","17-(dimethylaminoethylamino)-17-demethoxygeldanamycin"
"C38142","17-dmag"
"C38142","17-dimethylaminoethylamino-17-demethoxygeldanamycin"
"C38142","geldanamycin,17-demethoxy-17-((2-(dimethylamino)ethyl)amino)-"
