"source_node","source_node_type","affected_gene","affected_gene_role","pathlength","link_product"
"C48404","treatment","MYC","ONCOGENE",3,0
"C48404","treatment","CCND3","ONCOGENE",3,1
"C48404","treatment","CCND1","ONCOGENE",3,1
"C48404","treatment","BCL2","ONCOGENE",3,1
"C48404","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48404","treatment","STAT6","ONCOGENE",3,0
"C48404","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C48404","treatment","SOS1","ONCOGENE",3,-1
"C48404","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48404","treatment","PDGFRA","ONCOGENE",3,0
"C48404","treatment","PDGFRB","ONCOGENE",3,0
"C48404","treatment","FGFR1","ONCOGENE",3,0
"C48404","treatment","KIT","ONCOGENE",3,0
"C48404","treatment","NTRK1","ONCOGENE",3,0
"C48404","treatment","ERBB2","ONCOGENE",3,0
"C48404","treatment","MET","ONCOGENE",3,0
"C48404","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48404","treatment","FGFR4","ONCOGENE",3,0
"C48404","treatment","EGFR","ONCOGENE",3,0
"C48404","treatment","FGFR2","ONCOGENE",3,0
"C48404","treatment","FGFR3","ONCOGENE",3,0
"C48404","treatment","FLT3","ONCOGENE",3,0
"C48404","treatment","KDR","ONCOGENE",3,0
"C48404","treatment","ERBB3","ONCOGENE",3,0
"C48404","treatment","PIK3CB","ONCOGENE",2,-1
"C48404","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C48404","treatment","PIK3CB","ONCOGENE",3,-1
"C48404","treatment","PIK3CA","ONCOGENE",3,-1
"C48404","treatment","CSF3R","ONCOGENE",3,0
"C48404","treatment","PDGFRB","ONCOGENE",1,-1
"C48404","treatment","PRKCB","ONCOGENE",3,0
"C48404","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48404","treatment","NRAS","ONCOGENE",2,-1
"C48404","treatment","RALGDS","ONCOGENE",3,-1
"C48404","treatment","BRAF","ONCOGENE",3,-1
"C48404","treatment","RAF1","ONCOGENE",3,-1
"C48404","treatment","ARAF","ONCOGENE",3,-1
"C48404","treatment","HRAS","ONCOGENE",2,-1
"C48404","treatment","KRAS","ONCOGENE",2,-1
"C48404","treatment","PLCG1","ONCOGENE",2,-1
"C48404","treatment","KIT","ONCOGENE",1,-1
"C48422","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C48422","treatment","STAT6","ONCOGENE",3,0
"C48422","treatment","PTPN11","ONCOGENE",3,1
"C48422","treatment","PIK3CA","ONCOGENE",3,1
"C48422","treatment","PIK3CB","ONCOGENE",3,1
"C48422","treatment","CCND2","ONCOGENE",3,1
"C48422","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C48422","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C48422","treatment","MYC","ONCOGENE",3,1
"C48422","treatment","CCND3","ONCOGENE",3,1
"C48422","treatment","CCND1","ONCOGENE",3,1
"C48422","treatment","BCL2","ONCOGENE",3,1
"C48422","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C48422","treatment","JAK3","ONCOGENE",2,1
"C48426","treatment","KRAS","ONCOGENE",3,0
"C48426","treatment","NRAS","ONCOGENE",3,0
"C48426","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C48426","treatment","PIK3CB","ONCOGENE",3,1
"C48426","treatment","HRAS","ONCOGENE",3,0
"C48426","treatment","CTNNB1","ONCOGENE",3,1
"C48426","treatment","PIK3CA","ONCOGENE",3,1
"C48426","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C48426","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C48426","treatment","RAC1","ONCOGENE",3,0
"C48426","treatment","RAF1","ONCOGENE",3,0
"C48426","treatment","MTOR","ONCOGENE",3,0
"C48426","treatment","ARAF","ONCOGENE",3,0
"C48426","treatment","BRAF","ONCOGENE",3,0
"C48426","treatment","RRAS2","ONCOGENE",3,0
"C48426","treatment","PRKCB","ONCOGENE",2,0
"C48430","treatment","PLCB4","ONCOGENE",3,1
"C48430","treatment","GNAQ","ONCOGENE",2,-1
"C48430","treatment","GNA11","ONCOGENE",2,-1
"C486","treatment","ESR1","ONCOGENE",1,1
"C486","treatment","RARA","ONCOGENE",2,1
"C486","treatment","MYC","ONCOGENE",3,0
"C486","treatment","RARA","ONCOGENE",3,1
"C486","treatment","KRAS","ONCOGENE",3,1
"C486","treatment","NRAS","ONCOGENE",3,1
"C486","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C486","treatment","PIK3CB","ONCOGENE",3,1
"C486","treatment","HRAS","ONCOGENE",3,1
"C486","treatment","CTNNB1","ONCOGENE",3,1
"C486","treatment","PIK3CA","ONCOGENE",3,1
"C486","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C486","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C486","treatment","RAC1","ONCOGENE",3,0
"C486","treatment","KDR","ONCOGENE",3,1
"C486","treatment","FGFR1","ONCOGENE",3,1
"C486","treatment","FGFR3","ONCOGENE",3,1
"C486","treatment","ERBB3","ONCOGENE",3,1
"C486","treatment","EGFR","ONCOGENE",3,1
"C486","treatment","NTRK1","ONCOGENE",3,1
"C486","treatment","FLT3","ONCOGENE",3,1
"C486","treatment","FGFR2","ONCOGENE",3,1
"C486","treatment","KIT","ONCOGENE",3,1
"C486","treatment","PDGFRA","ONCOGENE",3,1
"C486","treatment","MET","ONCOGENE",3,1
"C486","treatment","ERBB4","TUMOUR SUPPRESSOR",3,1
"C486","treatment","EPHA2","TUMOUR SUPPRESSOR",3,1
"C486","treatment","ERBB2","ONCOGENE",3,1
"C486","treatment","PDGFRB","ONCOGENE",3,1
"C486","treatment","FGFR4","ONCOGENE",3,1
"C486","treatment","BIRC3","ONCOGENE",3,1
"C486","treatment","BCL2","ONCOGENE",3,1
"C486","treatment","MYC","ONCOGENE",2,1
"C486","treatment","CCND1","ONCOGENE",3,0
"C486","treatment","CDK4","ONCOGENE",3,0
"C486","treatment","BCL2","ONCOGENE",2,1
"C486","treatment","CCND1","ONCOGENE",2,1
"C486","treatment","RB1","TUMOUR SUPPRESSOR",3,1
"C486","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C486","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C486","treatment","CCND2","ONCOGENE",3,0
"C486","treatment","CCND3","ONCOGENE",3,0
"C48636","treatment","PLCG1","ONCOGENE",2,-1
"C48636","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C48636","treatment","PRKCB","ONCOGENE",3,0
"C48636","treatment","PIK3CB","ONCOGENE",2,-1
"C48636","treatment","AKT1","ONCOGENE",3,0
"C48636","treatment","RAC1","ONCOGENE",3,0
"C48636","treatment","MTOR","ONCOGENE",3,1
"C48636","treatment","VAV1","ONCOGENE",3,0
"C48636","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C48636","treatment","PIK3CB","ONCOGENE",3,-1
"C48636","treatment","PIK3CA","ONCOGENE",3,-1
"C48636","treatment","SOS1","ONCOGENE",3,-1
"C48636","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C48636","treatment","PDGFRA","ONCOGENE",3,0
"C48636","treatment","PDGFRB","ONCOGENE",3,0
"C48636","treatment","FGFR1","ONCOGENE",3,0
"C48636","treatment","KIT","ONCOGENE",3,0
"C48636","treatment","NTRK1","ONCOGENE",3,0
"C48636","treatment","ERBB2","ONCOGENE",3,0
"C48636","treatment","MET","ONCOGENE",3,0
"C48636","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C48636","treatment","FGFR4","ONCOGENE",3,0
"C48636","treatment","EGFR","ONCOGENE",3,0
"C48636","treatment","FGFR2","ONCOGENE",3,0
"C48636","treatment","FGFR3","ONCOGENE",3,0
"C48636","treatment","FLT3","ONCOGENE",3,0
"C48636","treatment","KDR","ONCOGENE",3,0
"C48636","treatment","ERBB3","ONCOGENE",3,0
"C48636","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C48636","treatment","PIK3CA","ONCOGENE",2,-1
"C48636","treatment","KDR","ONCOGENE",1,-1
"C48636","treatment","KRAS","ONCOGENE",3,-1
"C48636","treatment","NRAS","ONCOGENE",3,-1
"C48636","treatment","HRAS","ONCOGENE",3,-1
"C48636","treatment","CTNNB1","ONCOGENE",3,1
"C48636","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C48636","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C48636","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C48636","treatment","PAK2","ONCOGENE",3,-1
"C48636","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C48646","treatment","GNAQ","ONCOGENE",2,1
"C48646","treatment","PLCB4","ONCOGENE",3,1
"C48646","treatment","GNA11","ONCOGENE",2,1
"C48646","treatment","GNAS","ONCOGENE",2,1
"C48812","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C49061","treatment","MTOR","ONCOGENE",1,-1
"C49061","treatment","RHOA","ONCOGENE",2,-1
"C49061","treatment","PRKCB","ONCOGENE",2,-1
"C49061","treatment","NRAS","ONCOGENE",3,0
"C49061","treatment","RAF1","ONCOGENE",3,0
"C49061","treatment","BRAF","ONCOGENE",3,-1
"C49061","treatment","ARAF","ONCOGENE",3,-1
"C49061","treatment","HRAS","ONCOGENE",3,0
"C49061","treatment","MTOR","ONCOGENE",3,-1
"C49061","treatment","KRAS","ONCOGENE",3,0
"C49061","treatment","RRAS2","ONCOGENE",3,0
"C49061","treatment","CLIP1","TUMOUR SUPPRESSOR",2,-1
"C49090","treatment","PIK3CB","ONCOGENE",3,1
"C49090","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C49090","treatment","PIK3CA","ONCOGENE",3,1
"C49090","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C49090","treatment","RAC1","ONCOGENE",3,0
"C49090","treatment","MTOR","ONCOGENE",3,1
"C49090","treatment","AKT1","ONCOGENE",3,0
"C49090","treatment","VAV1","ONCOGENE",3,0
"C49090","treatment","SOS1","ONCOGENE",3,1
"C49090","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C49090","treatment","PDGFRA","ONCOGENE",3,0
"C49090","treatment","PDGFRB","ONCOGENE",3,0
"C49090","treatment","FGFR1","ONCOGENE",3,0
"C49090","treatment","KIT","ONCOGENE",3,0
"C49090","treatment","NTRK1","ONCOGENE",3,0
"C49090","treatment","ERBB2","ONCOGENE",3,0
"C49090","treatment","MET","ONCOGENE",3,0
"C49090","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C49090","treatment","FGFR4","ONCOGENE",3,0
"C49090","treatment","EGFR","ONCOGENE",3,0
"C49090","treatment","FGFR2","ONCOGENE",3,0
"C49090","treatment","FGFR3","ONCOGENE",3,0
"C49090","treatment","FLT3","ONCOGENE",3,0
"C49090","treatment","KDR","ONCOGENE",3,0
"C49090","treatment","ERBB3","ONCOGENE",3,0
"C49090","treatment","PRKCB","ONCOGENE",3,0
"C49090","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C49090","treatment","PIK3CA","ONCOGENE",2,1
"C49090","treatment","PLCG1","ONCOGENE",2,-1
"C49090","treatment","PIK3CB","ONCOGENE",2,1
"C49090","treatment","PDGFRB","ONCOGENE",1,-1
"C49090","treatment","BCL2","ONCOGENE",3,-1
"C49090","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C49090","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C49090","treatment","CCND1","ONCOGENE",3,-1
"C49090","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C49090","treatment","CCND2","ONCOGENE",3,-1
"C49090","treatment","CCND3","ONCOGENE",3,-1
"C49090","treatment","MYC","ONCOGENE",3,-1
"C49090","treatment","STAT6","ONCOGENE",3,0
"C49090","treatment","NRAS","ONCOGENE",2,1
"C49090","treatment","RALGDS","ONCOGENE",3,1
"C49090","treatment","BRAF","ONCOGENE",3,1
"C49090","treatment","RAF1","ONCOGENE",3,1
"C49090","treatment","ARAF","ONCOGENE",3,1
"C49090","treatment","HRAS","ONCOGENE",2,1
"C49090","treatment","KRAS","ONCOGENE",2,1
"C49090","treatment","KDR","ONCOGENE",1,-1
"C49090","treatment","KRAS","ONCOGENE",3,-1
"C49090","treatment","NRAS","ONCOGENE",3,-1
"C49090","treatment","HRAS","ONCOGENE",3,-1
"C49090","treatment","CTNNB1","ONCOGENE",3,1
"C49090","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C49090","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C49090","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C49090","treatment","PAK2","ONCOGENE",3,-1
"C49090","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C49090","treatment","KIT","ONCOGENE",1,-1
"C49090","treatment","PDGFRA","ONCOGENE",1,-1
"C49094","treatment","EGFR","ONCOGENE",1,-1
"C49094","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,0
"C49094","treatment","RAC1","ONCOGENE",3,0
"C49094","treatment","MTOR","ONCOGENE",3,0
"C49094","treatment","AKT1","ONCOGENE",3,0
"C49094","treatment","VAV1","ONCOGENE",3,0
"C49094","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","STAT6","ONCOGENE",3,0
"C49094","treatment","PTPN11","ONCOGENE",3,1
"C49094","treatment","PIK3CA","ONCOGENE",3,0
"C49094","treatment","PIK3CB","ONCOGENE",3,0
"C49094","treatment","BCL2","ONCOGENE",3,0
"C49094","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C49094","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C49094","treatment","CCND1","ONCOGENE",3,0
"C49094","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C49094","treatment","CCND2","ONCOGENE",3,1
"C49094","treatment","CCND3","ONCOGENE",3,1
"C49094","treatment","MYC","ONCOGENE",3,0
"C49094","treatment","JAK3","ONCOGENE",2,1
"C49094","treatment","MAP2K1","ONCOGENE",2,1
"C49094","treatment","MAPK1","ONCOGENE",3,0
"C49094","treatment","HRAS","ONCOGENE",2,-1
"C49094","treatment","ARAF","ONCOGENE",3,-1
"C49094","treatment","RAF1","ONCOGENE",3,-1
"C49094","treatment","BRAF","ONCOGENE",3,-1
"C49094","treatment","RALGDS","ONCOGENE",3,-1
"C49094","treatment","PIK3CB","ONCOGENE",2,0
"C49094","treatment","PLCG1","ONCOGENE",2,-1
"C49094","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C49094","treatment","PRKCB","ONCOGENE",3,0
"C49094","treatment","NRAS","ONCOGENE",2,-1
"C49094","treatment","KRAS","ONCOGENE",2,-1
"C49094","treatment","SOS1","ONCOGENE",3,-1
"C49094","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","PDGFRA","ONCOGENE",3,0
"C49094","treatment","PDGFRB","ONCOGENE",3,0
"C49094","treatment","FGFR1","ONCOGENE",3,0
"C49094","treatment","KIT","ONCOGENE",3,0
"C49094","treatment","NTRK1","ONCOGENE",3,0
"C49094","treatment","ERBB2","ONCOGENE",3,0
"C49094","treatment","MET","ONCOGENE",3,0
"C49094","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","FGFR4","ONCOGENE",3,0
"C49094","treatment","EGFR","ONCOGENE",3,0
"C49094","treatment","FGFR2","ONCOGENE",3,0
"C49094","treatment","FGFR3","ONCOGENE",3,0
"C49094","treatment","FLT3","ONCOGENE",3,0
"C49094","treatment","KDR","ONCOGENE",3,0
"C49094","treatment","ERBB3","ONCOGENE",3,0
"C49094","treatment","PIK3CA","ONCOGENE",2,0
"C49094","treatment","RHOA","ONCOGENE",3,1
"C49094","treatment","CTNNB1","ONCOGENE",2,1
"C49094","treatment","CTNNB1","ONCOGENE",3,0
"C49094","treatment","TCF7L2","ONCOGENE",3,1
"C49094","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C49094","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C49094","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","CDK4","ONCOGENE",3,0
"C49094","treatment","ESR1","ONCOGENE",3,0
"C49094","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C49094","treatment","AR","ONCOGENE",3,0
"C49094","treatment","MAPK1","ONCOGENE",2,0
"C49094","treatment","ERBB2","ONCOGENE",2,0
"C49094","treatment","PLCG1","ONCOGENE",3,0
"C49094","treatment","MAP2K1","ONCOGENE",3,0
"C49094","treatment","JAK3","ONCOGENE",3,0
"C49094","treatment","ERBB2","ONCOGENE",1,-1
"C49094","treatment","ERBB4","TUMOUR SUPPRESSOR",1,-1
"C49095","treatment","CCND2","ONCOGENE",3,0
"C49095","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","CCND1","ONCOGENE",3,0
"C49095","treatment","MYC","ONCOGENE",3,0
"C49095","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","CCND3","ONCOGENE",3,0
"C49095","treatment","CDK4","ONCOGENE",3,0
"C49095","treatment","BCL2","ONCOGENE",3,0
"C49095","treatment","BCL2","ONCOGENE",2,1
"C49095","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","TP53","TUMOUR SUPPRESSOR",2,0
"C49095","treatment","MDM2","ONCOGENE",3,0
"C49095","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","PTEN","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","PPM1D","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","DDB2","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","PIK3CB","ONCOGENE",3,0
"C49095","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C49095","treatment","PIK3CA","ONCOGENE",3,0
"C49095","treatment","BIRC3","ONCOGENE",3,0
"C49173","treatment","GNA11","ONCOGENE",2,-1
"C49173","treatment","PLCB4","ONCOGENE",3,1
"C49173","treatment","GNAQ","ONCOGENE",2,-1
"C49176","treatment","CCND1","ONCOGENE",1,-1
"C49176","treatment","RB1","TUMOUR SUPPRESSOR",2,-1
"C49176","treatment","MYC","ONCOGENE",3,-1
"C49176","treatment","CDK4","ONCOGENE",1,-1
"C49176","treatment","CCND1","ONCOGENE",2,0
"C49176","treatment","RB1","TUMOUR SUPPRESSOR",3,0
"C49234","treatment","CSF3R","ONCOGENE",1,1
"C49234","treatment","CCND2","ONCOGENE",3,1
"C49234","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C49234","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C49234","treatment","MYC","ONCOGENE",3,1
"C49234","treatment","CCND3","ONCOGENE",3,1
"C49234","treatment","CCND1","ONCOGENE",3,1
"C49234","treatment","BCL2","ONCOGENE",3,1
"C49234","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C49234","treatment","STAT6","ONCOGENE",3,0
"C49234","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C49234","treatment","RAC1","ONCOGENE",3,1
"C49234","treatment","MTOR","ONCOGENE",3,1
"C49234","treatment","AKT1","ONCOGENE",3,0
"C49234","treatment","VAV1","ONCOGENE",3,0
"C49234","treatment","NRAS","ONCOGENE",2,1
"C49234","treatment","PIK3CB","ONCOGENE",3,1
"C49234","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C49234","treatment","RALGDS","ONCOGENE",3,1
"C49234","treatment","BRAF","ONCOGENE",3,1
"C49234","treatment","RAF1","ONCOGENE",3,1
"C49234","treatment","PIK3CA","ONCOGENE",3,1
"C49234","treatment","ARAF","ONCOGENE",3,1
"C49234","treatment","PTPN11","ONCOGENE",3,1
"C49234","treatment","PIK3CA","ONCOGENE",2,1
"C49234","treatment","JAK3","ONCOGENE",2,1
"C49234","treatment","PIK3CB","ONCOGENE",2,1
"C49234","treatment","HRAS","ONCOGENE",2,1
"C49234","treatment","KRAS","ONCOGENE",2,1
"C507","treatment","AR","ONCOGENE",1,1
"C507","treatment","AR","ONCOGENE",2,1
"C509","treatment","AR","ONCOGENE",1,-1
"C509","treatment","AR","ONCOGENE",2,-1
"C520","treatment","GNAS","ONCOGENE",2,1
"C52182","treatment","CCND2","ONCOGENE",3,0
"C52182","treatment","CCND3","ONCOGENE",3,0
"C52182","treatment","CCND1","ONCOGENE",3,0
"C52182","treatment","CDK4","ONCOGENE",3,0
"C52182","treatment","RB1","TUMOUR SUPPRESSOR",2,-1
"C52182","treatment","RB1","TUMOUR SUPPRESSOR",3,0
"C52182","treatment","CDKN1B","TUMOUR SUPPRESSOR",2,1
"C52182","treatment","CDK4","ONCOGENE",1,-1
"C52182","treatment","MYC","ONCOGENE",3,-1
"C52182","treatment","CCND1","ONCOGENE",2,0
"C52183","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C52183","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C52183","treatment","BCL2","ONCOGENE",3,1
"C52183","treatment","CCND3","ONCOGENE",3,1
"C52183","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C52183","treatment","MYC","ONCOGENE",3,1
"C52183","treatment","CCND2","ONCOGENE",3,1
"C52183","treatment","CCND1","ONCOGENE",3,1
"C52183","treatment","STAT6","ONCOGENE",3,0
"C52185","treatment","PIK3CB","ONCOGENE",3,-1
"C52185","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C52185","treatment","PIK3CA","ONCOGENE",3,-1
"C52185","treatment","KRAS","ONCOGENE",3,0
"C52185","treatment","NRAS","ONCOGENE",3,0
"C52185","treatment","HRAS","ONCOGENE",3,0
"C52185","treatment","CTNNB1","ONCOGENE",3,1
"C52185","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C52185","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C52185","treatment","RAC1","ONCOGENE",3,0
"C52185","treatment","MTOR","ONCOGENE",3,0
"C52185","treatment","RAF1","ONCOGENE",3,0
"C52185","treatment","BRAF","ONCOGENE",3,0
"C52185","treatment","ARAF","ONCOGENE",3,0
"C52185","treatment","RRAS2","ONCOGENE",3,0
"C52185","treatment","PRKCB","ONCOGENE",2,0
"C52186","treatment","CCND2","ONCOGENE",3,-1
"C52186","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C52186","treatment","CCND1","ONCOGENE",3,-1
"C52186","treatment","MYC","ONCOGENE",3,-1
"C52186","treatment","BCL2","ONCOGENE",3,-1
"C52186","treatment","CCND3","ONCOGENE",3,-1
"C52186","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C52186","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C52186","treatment","STAT6","ONCOGENE",3,0
"C52186","treatment","STAT6","ONCOGENE",2,-1
"C52186","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C52186","treatment","PIK3CA","ONCOGENE",3,-1
"C52186","treatment","PIK3CB","ONCOGENE",3,-1
"C52186","treatment","PTPN11","ONCOGENE",3,-1
"C52186","treatment","JAK3","ONCOGENE",2,-1
"C52187","treatment","PIK3CA","ONCOGENE",2,-1
"C52187","treatment","MTOR","ONCOGENE",3,1
"C52187","treatment","RAC1","ONCOGENE",3,1
"C52187","treatment","AKT1","ONCOGENE",3,0
"C52187","treatment","VAV1","ONCOGENE",3,0
"C52187","treatment","PIK3CB","ONCOGENE",3,-1
"C52187","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C52187","treatment","PIK3CA","ONCOGENE",3,-1
"C52187","treatment","PRKCB","ONCOGENE",3,0
"C52187","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C52187","treatment","PIK3CB","ONCOGENE",2,-1
"C52187","treatment","KRAS","ONCOGENE",2,-1
"C52187","treatment","BRAF","ONCOGENE",3,-1
"C52187","treatment","ARAF","ONCOGENE",3,-1
"C52187","treatment","RAF1","ONCOGENE",3,-1
"C52187","treatment","RALGDS","ONCOGENE",3,-1
"C52187","treatment","MAPK1","ONCOGENE",3,0
"C52187","treatment","HRAS","ONCOGENE",2,-1
"C52187","treatment","SOS1","ONCOGENE",3,-1
"C52187","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C52187","treatment","PDGFRA","ONCOGENE",3,0
"C52187","treatment","PDGFRB","ONCOGENE",3,0
"C52187","treatment","FGFR1","ONCOGENE",3,0
"C52187","treatment","KIT","ONCOGENE",3,0
"C52187","treatment","NTRK1","ONCOGENE",3,0
"C52187","treatment","ERBB2","ONCOGENE",3,0
"C52187","treatment","MET","ONCOGENE",3,0
"C52187","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C52187","treatment","FGFR4","ONCOGENE",3,0
"C52187","treatment","EGFR","ONCOGENE",3,0
"C52187","treatment","FGFR2","ONCOGENE",3,0
"C52187","treatment","FGFR3","ONCOGENE",3,0
"C52187","treatment","FLT3","ONCOGENE",3,0
"C52187","treatment","KDR","ONCOGENE",3,0
"C52187","treatment","ERBB3","ONCOGENE",3,0
"C52187","treatment","PLCG1","ONCOGENE",2,-1
"C52187","treatment","NRAS","ONCOGENE",2,-1
"C52187","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C52187","treatment","MAP2K1","ONCOGENE",2,-1
"C52187","treatment","CTNNB1","ONCOGENE",2,1
"C52187","treatment","CTNNB1","ONCOGENE",3,1
"C52187","treatment","CCND2","ONCOGENE",3,1
"C52187","treatment","CCND3","ONCOGENE",3,1
"C52187","treatment","TCF7L2","ONCOGENE",3,1
"C52187","treatment","CCND1","ONCOGENE",3,1
"C52187","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C52187","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C52187","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C52195","treatment","MAPK1","ONCOGENE",2,0
"C52195","treatment","CDK4","ONCOGENE",3,0
"C52195","treatment","CCND1","ONCOGENE",3,0
"C52195","treatment","ESR1","ONCOGENE",3,0
"C52195","treatment","MYC","ONCOGENE",3,0
"C52195","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
